Node,Closeness Centrality Score,Betweenness Centrality Score,Degree Centrality Score,Evector Centrality Scores
104,0.26132539477090344,4.083494447761187e-07,0.003467062902426944,6.40839152362538e-07
105,0.2612239617026782,3.6387941210384125e-07,0.001981178801386825,4.032095292632716e-07
106,0.45969945355191255,0.4805180785560152,0.258791480931154,0.00026069399119670256
107,0.2613084837895554,3.481582493846834e-07,0.0032194155522535907,4.078017501028578e-07
108,0.26171495236243436,5.787658323854831e-06,0.009162951956414065,1.916116743643399e-06
109,0.2611732746911584,0.0,0.0012382367508667657,2.1574871103769876e-07
110,0.26132539477090344,1.5294230468062708e-06,0.003467062902426944,2.2883459016186963e-07
111,0.2611394942766604,0.0,0.0007429420505200594,2.130829117045202e-07
112,0.2617658498638662,5.229334396770685e-06,0.009905894006934125,1.5024273155549714e-06
113,0.26110572259941806,0.0,0.00024764735017335313,2.1031233303459666e-07
114,0.2614438329556491,3.3336831770046665e-06,0.005200594353640416,2.3881877710848615e-07
115,0.2613761408505405,1.155762168033134e-06,0.004210004952947003,2.3335209685156938e-07
116,0.26119016817593793,2.095933729070159e-07,0.0014858841010401188,3.927631429000689e-07
117,0.26169799092676604,5.694459451841912e-06,0.008915304606240713,1.2615924480514825e-06
118,0.2801054384017758,0.0015229358857941756,0.015354135710747894,2.0670379385755196e-06
119,0.27446982055464925,4.473603006040935e-05,0.0009905894006934125,2.421567884166865e-05
120,0.2612915749967646,1.0410849313922507e-06,0.0029717682020802376,7.413493831688895e-07
121,0.27557496758343003,0.0007457760472154909,0.015601783060921248,2.627505468539507e-05
122,0.2613930605903677,4.922689779281791e-07,0.004457652303120356,8.351280919517666e-07
123,0.26115638339154057,1.6358507153718312e-07,0.0009905894006934125,2.2445903442673028e-07
124,0.27446982055464925,8.2362839065918e-06,0.0009905894006934125,2.4367123374130393e-05
125,0.2612070638463031,1.686971050227201e-07,0.001733531451213472,3.9253767861127487e-07
126,0.2613592233009709,6.370611703673157e-07,0.00396235760277365,4.112819163506726e-07
127,0.2615623785464438,2.4337383726394154e-06,0.006934125804853888,1.5434415237660647e-06
128,0.2612070638463031,4.498589467272537e-08,0.001733531451213472,5.528361634802619e-07
129,0.2613592233009709,2.527390717096562e-06,0.00396235760277365,6.088185760204502e-07
130,0.2612070638463031,0.0,0.001733531451213472,2.1871799866693316e-07
131,0.2613592233009709,1.983731020051308e-06,0.00396235760277365,6.37245813377061e-07
132,0.2613930605903677,1.8046406979714439e-06,0.004457652303120356,6.703645332316179e-07
133,0.2614099825208778,6.323857056647831e-07,0.0047052996532937095,1.0052301487235237e-06
134,0.26125776397515527,0.0,0.0024764735017335313,2.330970230012664e-07
135,0.2941862159405508,0.026870359787398053,0.03293709757305597,0.00389437464847358
136,0.2613592233009709,2.113265956887789e-06,0.00396235760277365,2.315517663714835e-07
137,0.26112260734609416,0.0,0.0004952947003467063,2.117508593464441e-07
138,0.2612408617454875,1.2268880365288736e-08,0.002228826151560178,2.3287761152211187e-07
139,0.2612746683921061,9.16271144741008e-08,0.0027241208519068845,2.249020295067922e-07
140,0.2615623785464438,2.6854718971158224e-06,0.006934125804853888,1.067873413658283e-06
141,0.261816767165921,5.167781965397462e-06,0.010648836057454186,2.005832064754141e-06
142,0.2612915749967646,1.1515220571420997e-06,0.0029717682020802376,2.2557970819250845e-07
143,0.2613423079412336,8.436846952494006e-07,0.003714710252600297,2.305236184409256e-07
144,0.26112260734609416,0.0,0.0004952947003467063,2.1163531066753916e-07
145,0.27458180334557325,0.000141354407287742,0.0024764735017335313,2.455092978679452e-05
146,0.26119016817593793,2.4537760730577472e-08,0.0014858841010401188,2.1709041695161263e-07
147,0.26142690664249646,2.4037945179865694e-06,0.004952947003467063,6.646870160904736e-07
148,0.26132539477090344,3.6641108583001195e-07,0.003467062902426944,2.28960556049616e-07
149,0.2791179926729799,9.524858913463719e-05,0.0027241208519068845,4.4159545758983443e-07
150,0.2612070638463031,3.4080223236913156e-08,0.001733531451213472,2.1904032885314403e-07
151,0.2611732746911584,1.8403320547933104e-07,0.0012382367508667657,3.711546319119012e-07
152,0.26112260734609416,0.0,0.0004952947003467063,2.2060595804479308e-07
153,0.26112260734609416,0.0,0.0004952947003467063,2.1166094245479166e-07
154,0.2611394942766604,4.089626788429578e-08,0.0007429420505200594,2.130824071472065e-07
155,0.27461915125136016,0.00016527424249422466,0.0029717682020802376,2.4579904124867865e-05
156,0.2611394942766604,4.089626788429578e-08,0.0007429420505200594,2.1303025769127772e-07
157,0.2615115601321158,4.792698586965206e-06,0.006191183754333828,1.178055614171756e-06
158,0.26132539477090344,1.151331739012335e-06,0.003467062902426944,4.3496795749773475e-07
159,0.26112260734609416,0.0,0.0004952947003467063,2.1374245591388144e-07
160,0.2615115601321158,2.4042212720527196e-06,0.006191183754333828,1.9606496195465963e-06
161,0.2612239617026782,5.842323983470826e-08,0.001981178801386825,2.2043825115584638e-07
162,0.2676121678043608,2.5290532925679884e-05,0.0014858841010401188,2.3535402307354674e-07
163,0.2611394942766604,1.7526971950412477e-08,0.0007429420505200594,3.761981852660197e-07
164,0.2612746683921061,3.3803819101741307e-07,0.0027241208519068845,5.936055623191569e-07
165,0.2677186236159915,4.3671371776444415e-07,0.0009905894006934125,2.1717063788057475e-07
166,0.2612070638463031,4.498589467272537e-08,0.001733531451213472,2.1862563470844002e-07
167,0.2612746683921061,3.1351705266406723e-07,0.0027241208519068845,7.453441029602216e-07
168,0.27510560021801334,0.0004022004787300702,0.009410599306587419,2.5749071292822103e-05
169,0.26186770428015566,1.2076646755280126e-05,0.011391778107974244,1.8442210668047118e-06
170,0.37049270575282134,0.015492407332440639,0.005448241703813769,6.169412033699879e-06
171,0.26178282009724474,8.376867955345824e-06,0.010153541357107478,1.1306354099890158e-06
172,0.28904795991410165,0.0036310041038157157,0.0029717682020802376,5.20232937297206e-07
173,0.26115638339154057,4.089626788429578e-08,0.0009905894006934125,2.143985756358222e-07
174,0.2613761408505405,3.309676536636223e-06,0.004210004952947003,2.487582225879143e-07
175,0.26132539477090344,3.2067729765384276e-07,0.003467062902426944,4.993987532397147e-07
176,0.2612746683921061,3.111037521198216e-07,0.0027241208519068845,2.242984638524588e-07
177,0.2613084837895554,1.3712597154786128e-06,0.0032194155522535907,6.041528426876911e-07
178,0.2611394942766604,6.134440182644368e-08,0.0007429420505200594,2.1294201190852726e-07
179,0.26142690664249646,9.112055842871576e-07,0.004952947003467063,2.641380407986715e-07
180,0.26125776397515527,1.8403320547933104e-07,0.0024764735017335313,2.2364157028893605e-07
181,0.2611394942766604,4.089626788429578e-08,0.0007429420505200594,2.1295915113824532e-07
182,0.26112260734609416,0.0,0.0004952947003467063,2.144548122164338e-07
183,0.2613930605903677,1.2725037854772063e-06,0.004457652303120356,4.2008582516178646e-07
184,0.26152849740932643,2.828334869845182e-06,0.0064388311045071814,1.5087404162585571e-06
185,0.26183374400207493,8.069594875170074e-06,0.010896483407627538,1.6891526013995935e-06
186,0.2613592233009709,4.0825673136162185e-07,0.00396235760277365,2.492503554539716e-07
187,0.2619016733687897,1.0395368746413048e-05,0.01188707280832095,1.9999681739498326e-06
188,0.2790408403012922,1.2821395685548784e-05,0.001733531451213472,2.713065606170404e-07
189,0.26115638339154057,1.8403320547933104e-07,0.0009905894006934125,2.1584895599947877e-07
190,0.2611394942766604,0.0,0.0007429420505200594,2.1982754613143587e-07
191,0.2611732746911584,3.680664109586621e-07,0.0012382367508667657,2.1575775006800953e-07
192,0.2611732746911584,1.8403320547933104e-07,0.0012382367508667657,2.1573220907409644e-07
193,0.2614099825208778,4.34516207266116e-07,0.0047052996532937095,2.576242819618544e-07
194,0.2612408617454875,0.0,0.002228826151560178,2.2135803346558037e-07
195,0.2613084837895554,9.79246528679504e-07,0.0032194155522535907,5.601583078615533e-07
196,0.2613592233009709,5.392921255516175e-07,0.00396235760277365,4.1573947735938935e-07
197,0.2854920814479638,0.0016628780885075156,0.0029717682020802376,3.555774100849156e-07
198,0.2618846877229392,9.450375984913955e-06,0.011639425458147598,1.5207716212891247e-06
199,0.2620546433902265,1.383389514169764e-05,0.014115898959881128,2.0875584132522845e-06
200,0.26115638339154057,0.0,0.0009905894006934125,2.1440824921210015e-07
201,0.26757670134517264,7.655514235000146e-06,0.0009905894006934125,2.2117625094334107e-07
202,0.2620546433902265,1.6468476377937862e-05,0.014115898959881128,2.214317416201959e-06
203,0.26146076146076147,2.729575812106239e-06,0.005448241703813769,4.483524203113767e-07
204,0.26112260734609416,0.0,0.0004952947003467063,2.1165285159495728e-07
205,0.26115638339154057,1.6358507153718312e-07,0.0009905894006934125,2.2205513870161373e-07
206,0.2611394942766604,0.0,0.0007429420505200594,5.38418590727924e-07
207,0.2612070638463031,1.8607645913792854e-08,0.001733531451213472,4.359288749756325e-07
208,0.26110572259941806,0.0,0.00024764735017335313,2.1031233303459666e-07
209,0.26110572259941806,0.0,0.00024764735017335313,2.1031233303459666e-07
210,0.26159626846333245,2.256933560691282e-06,0.007429420505200594,1.2000150045393467e-06
211,0.2613930605903677,8.259734640887314e-07,0.004457652303120356,9.742383989944487e-07
212,0.2751243442120324,0.0004681297730936088,0.009658246656760773,2.6162087362596887e-05
213,0.2613761408505405,1.8705660814077714e-06,0.004210004952947003,2.332640018761148e-07
214,0.26110572259941806,0.0,0.00024764735017335313,2.1031233303459666e-07
215,0.26112260734609416,0.0,0.0004952947003467063,2.1168083905373196e-07
216,0.27906012439530065,3.177245113002008e-05,0.001981178801386825,4.2446591267883045e-07
217,0.2612408617454875,0.0,0.002228826151560178,2.2135803346558037e-07
218,0.26119016817593793,2.453776073057747e-07,0.0014858841010401188,2.1705691016014018e-07
219,0.26115638339154057,0.0,0.0009905894006934125,2.1465678033104076e-07
220,0.2612239617026782,4.898257539778154e-08,0.001981178801386825,7.365710439170791e-07
221,0.2612746683921061,5.93316769541078e-07,0.0027241208519068845,4.3667239419083505e-07
222,0.261545436880627,1.1271584511988172e-06,0.006686478454680535,1.2344557262412897e-06
223,0.2615623785464438,2.9643732800200658e-06,0.006934125804853888,1.5206653082191618e-06
224,0.26125776397515527,1.4547386718842358e-07,0.0024764735017335313,2.2296451145789512e-07
225,0.26132539477090344,3.0672643513523615e-07,0.003467062902426944,2.2910029518520856e-07
226,0.2613423079412336,1.5809328699272056e-06,0.003714710252600297,2.298761112711906e-07
227,0.2611394942766604,0.0,0.0007429420505200594,2.1588092169688921e-07
228,0.26119016817593793,2.810465326785439e-07,0.0014858841010401188,2.497226678750919e-07
229,0.2612408617454875,1.5233859786900177e-06,0.002228826151560178,2.2139596969006048e-07
230,0.2614438329556491,2.8865793589644363e-06,0.005200594353640416,8.288259328870447e-07
231,0.2615115601321158,1.3245464993391094e-06,0.006191183754333828,1.1942645389386699e-06
232,0.26112260734609416,0.0,0.0004952947003467063,2.1162712130634827e-07
233,0.26112260734609416,0.0,0.0004952947003467063,2.2317063723832e-07
234,0.2611732746911584,3.9873861187188394e-08,0.0012382367508667657,6.908164050023532e-07
235,0.26171495236243436,8.015958416129009e-06,0.009162951956414065,1.7262705827233194e-06
236,0.2612070638463031,9.201660273966552e-08,0.001733531451213472,2.3934747731679905e-07
237,0.2614776921582594,1.5156979955809631e-06,0.005695889053987122,6.917657130456066e-07
238,0.26208866099824757,1.8449221399712053e-05,0.014611193660227836,2.0845135786940673e-06
239,0.2611394942766604,6.134440182644368e-08,0.0007429420505200594,2.144610241933294e-07
240,0.26112260734609416,0.0,0.0004952947003467063,2.1164366083017275e-07
241,0.26149462504856885,3.4113860859848286e-06,0.005943536404160475,5.953782015491649e-07
242,0.2612239617026782,4.675806628104484e-07,0.001981178801386825,2.2024954261417524e-07
243,0.26112260734609416,0.0,0.0004952947003467063,2.1162712130634827e-07
244,0.2611732746911584,1.8403320547933104e-07,0.0012382367508667657,2.1585479935571607e-07
245,0.2746565093184601,3.8221640264939955e-05,0.003467062902426944,2.5666580639295228e-05
246,0.2611394942766604,6.134440182644368e-08,0.0007429420505200594,3.612878460231674e-07
247,0.2614438329556491,2.118816268883605e-06,0.005200594353640416,1.0123818257043236e-06
248,0.26149462504856885,3.218483170457865e-06,0.005943536404160475,7.449774134612844e-07
249,0.2611732746911584,2.1706480646280067e-08,0.0012382367508667657,4.065834721812274e-07
250,0.26132539477090344,3.939186945855204e-07,0.003467062902426944,5.568719448115e-07
251,0.2621907668333225,1.9885434414856687e-05,0.016097077761267953,2.5939957925083553e-06
252,0.2611394942766604,4.089626788429578e-08,0.0007429420505200594,2.130110549045412e-07
253,0.2613761408505405,1.336121791007707e-07,0.004210004952947003,2.5034871529730487e-07
254,0.26112260734609416,0.0,0.0004952947003467063,2.1164366083017275e-07
255,0.26112260734609416,0.0,0.0004952947003467063,2.1162712130634827e-07
256,0.2613930605903677,1.6670647168345513e-06,0.004457652303120356,9.586755598516798e-07
257,0.2613423079412336,9.040758002319433e-07,0.003714710252600297,4.797410888700042e-07
258,0.2612239617026782,2.7604980821899654e-07,0.001981178801386825,2.1973746334830285e-07
259,0.2612239617026782,8.209925777772379e-07,0.001981178801386825,5.549415735227251e-07
260,0.2617319159968888,7.001409919657162e-06,0.009410599306587419,1.1036322482791778e-06
261,0.26115638339154057,0.0,0.0009905894006934125,2.1465678033104076e-07
262,0.2612070638463031,2.044813394214789e-08,0.001733531451213472,2.1878409646215869e-07
263,0.2611732746911584,0.0,0.0012382367508667657,2.1574871103769876e-07
264,0.261545436880627,2.4201423687344422e-06,0.006686478454680535,7.415857167058421e-07
265,0.2613930605903677,1.8266335754532783e-07,0.004457652303120356,2.5387831957621347e-07
266,0.26112260734609416,0.0,0.0004952947003467063,2.117588831782126e-07
267,0.2612746683921061,3.4861290842166826e-08,0.0027241208519068845,2.956953971522641e-07
268,0.2917840884456969,0.0001018518468952855,0.0014858841010401188,3.866299736071056e-06
269,0.26115638339154057,4.089626788429578e-08,0.0009905894006934125,2.3827091310420748e-07
270,0.2623270317676866,2.7494830859865e-05,0.018078256562654778,2.3411405713014694e-06
271,0.2618507230400104,1.899166953524329e-05,0.01114413075780089,1.7680441793359516e-06
272,0.2612408617454875,0.0,0.002228826151560178,2.2135803346558037e-07
273,0.26132539477090344,7.208704762316491e-07,0.003467062902426944,6.220636707419901e-07
274,0.26125776397515527,1.8403320547933104e-07,0.0024764735017335313,2.2364157028893605e-07
275,0.2613930605903677,4.638049817097346e-07,0.004457652303120356,8.402602455627398e-07
276,0.2621907668333225,3.9269846373356606e-05,0.016097077761267953,2.868922806339134e-06
277,0.26125776397515527,2.1791868458346184e-07,0.0024764735017335313,2.229301004528747e-07
278,0.26112260734609416,0.0,0.0004952947003467063,2.1173432362574754e-07
279,0.261816767165921,1.0287622955860242e-05,0.010648836057454186,1.6684602480353666e-06
280,0.2613592233009709,5.748404199433516e-07,0.00396235760277365,5.703872719208763e-07
281,0.26112260734609416,0.0,0.0004952947003467063,2.1162712130634827e-07
282,0.2611732746911584,1.3399541889148678e-07,0.0012382367508667657,2.3644599551643322e-07
283,0.2613592233009709,6.987344582641576e-07,0.00396235760277365,5.657604108605427e-07
284,0.27527438816551913,0.0004989860040731102,0.011639425458147598,2.6149286936079148e-05
285,0.26112260734609416,0.0,0.0004952947003467063,2.1177409877636159e-07
286,0.26110572259941806,0.0,0.00024764735017335313,2.1031233303459666e-07
287,0.26115638339154057,3.83402511415273e-09,0.0009905894006934125,3.9757083217021723e-07
288,0.26115638339154057,1.7526971950412477e-08,0.0009905894006934125,2.1463936312060157e-07
289,0.26132539477090344,1.4907419318717998e-07,0.003467062902426944,8.14785573247029e-07
290,0.26169799092676604,9.229964800365197e-06,0.008915304606240713,1.5780468372013128e-06
291,0.26110572259941806,0.0,0.00024764735017335313,2.1031233303459666e-07
292,0.2611394942766604,0.0,0.0007429420505200594,2.130829117045202e-07
293,0.2611394942766604,3.067220091322184e-08,0.0007429420505200594,2.2950704718907147e-07
294,0.26125776397515527,4.1118719597055974e-07,0.0024764735017335313,4.382012125777609e-07
295,0.2612070638463031,2.044813394214789e-08,0.001733531451213472,2.1878409646215869e-07
296,0.2615115601321158,9.340158851641771e-07,0.006191183754333828,1.389417223986168e-06
297,0.2612746683921061,3.593914450438114e-08,0.0027241208519068845,4.5143188481435364e-07
298,0.26142690664249646,1.53427173311225e-06,0.004952947003467063,2.573352695348782e-07
299,0.2612070638463031,1.0340913450743362e-07,0.001733531451213472,2.254053993430907e-07
300,0.2611394942766604,6.134440182644368e-08,0.0007429420505200594,3.657358061157561e-07
301,0.26142690664249646,6.997200950900403e-07,0.004952947003467063,4.179630412566642e-07
302,0.2614438329556491,1.5247734425165751e-06,0.005200594353640416,1.4552323604270866e-06
303,0.2754245958665848,0.0005888931717860166,0.013620604259534423,2.635391336005351e-05
304,0.26112260734609416,0.0,0.0004952947003467063,2.1183892300236588e-07
305,0.2612408617454875,0.0,0.002228826151560178,2.2135803346558037e-07
306,0.26115638339154057,1.2268880365288735e-07,0.0009905894006934125,2.2402437267092587e-07
307,0.2748434522188946,0.00017783846963577123,0.005943536404160475,2.5628166373303165e-05
308,0.26125776397515527,0.0,0.0024764735017335313,2.330970230012664e-07
309,0.2613084837895554,1.208436029947745e-06,0.0032194155522535907,2.2712835369616487e-07
310,0.2612070638463031,2.4748256227040756e-07,0.001733531451213472,2.545473196613505e-07
311,0.26152849740932643,6.447982662426986e-06,0.0064388311045071814,2.456255185318896e-07
312,0.26171495236243436,7.857715802639878e-06,0.009162951956414065,1.5599135373909552e-06
313,0.2613084837895554,1.0265340324085558e-06,0.0032194155522535907,3.084634467520455e-07
314,0.27544338335607094,0.0006570659523591639,0.013868251609707775,2.678122299149308e-05
315,0.26112260734609416,0.0,0.0004952947003467063,2.1761346669110567e-07
316,0.2612070638463031,3.958174498801485e-07,0.001733531451213472,3.910914135993622e-07
317,0.2612746683921061,2.63383594554278e-07,0.0027241208519068845,4.4898313799102054e-07
318,0.2612239617026782,3.312597698627958e-07,0.001981178801386825,2.198438094304251e-07
319,0.2614438329556491,4.218458884271146e-06,0.005200594353640416,2.717205927142878e-07
320,0.2611394942766604,0.0,0.0007429420505200594,2.1325904216179572e-07
321,0.27574433214968586,0.0009635115740098246,0.017830609212481426,2.6898065653012543e-05
322,0.26174888183055683,7.802412276258454e-06,0.009658246656760773,1.922579727575786e-06
323,0.2748808713410483,0.0003570744435014176,0.0064388311045071814,2.5017724614579756e-05
324,0.26174888183055683,4.156868184942259e-06,0.009658246656760773,1.3259034564843772e-06
325,0.2614099825208778,1.0625284144635785e-06,0.0047052996532937095,2.3618050782163647e-07
326,0.26115638339154057,0.0,0.0009905894006934125,2.1439298874895417e-07
327,0.2612408617454875,0.0,0.002228826151560178,2.2135803346558037e-07
328,0.26159626846333245,1.359514681011352e-05,0.007429420505200594,1.0125492149317772e-06
329,0.2613592233009709,2.828636398648703e-07,0.00396235760277365,2.521439116361841e-07
330,0.26142690664249646,2.0196858362048454e-06,0.004952947003467063,6.705442364436374e-07
331,0.261816767165921,1.1942664858347235e-05,0.010648836057454186,1.948162492221933e-06
332,0.2612239617026782,8.943624298029925e-08,0.001981178801386825,2.2025594436021256e-07
